testnow,2,0.0,12:05:07:304,62.47218,6.2361933333333335
testnow,2,0.0,12:05:07:335,62.47218,6.2361933333333335
testnow,2,0.0,12:05:07:335,62.47218,6.2361933333333335
testnow,2,0.0,12:05:07:382,62.47218,6.2361933333333335
testnow,2,0.0,12:05:07:406,62.47218,6.2361933333333335
testnow,2,0.0,12:05:07:442,62.47218,6.2361933333333335
testnow,2,0.0,12:05:08:475,62.47218,6.2361933333333335
testnow,2,0.0,12:05:08:494,62.47218,6.2361933333333335
testnow,2,0.0,12:05:08:522,62.47218,6.2361933333333335
testnow,2,0.0,12:05:08:546,62.47218,6.2361933333333335
testnow,2,0.0,12:05:08:576,62.47218,6.2361933333333335
testnow,2,0.0,12:05:08:632,62.47218,6.2361933333333335
testnow,2,0.0,12:05:08:692,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:719,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:748,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:748,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:778,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:812,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:812,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:843,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:849,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:877,62.47218,6.2361933333333335
testnow,2,0.0,12:05:09:902,62.47218,6.2361933333333335
testnow,2,0.0,12:05:10:952,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:003,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:028,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:054,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:084,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:111,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:143,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:180,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:252,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:274,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:304,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:322,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:386,62.47218,6.2361933333333335
testnow,2,0.0,12:05:11:417,62.47218,6.2361933333333335
testnow,2,0.0,12:05:12:458,62.47218,6.2361933333333335
testnow,2,0.0,12:05:12:489,62.47218,6.2361933333333335
testnow,2,0.0,12:05:12:489,62.47218,6.2361933333333335
testnow,2,0.0,12:05:12:517,62.47218,6.2361933333333335
testnow,2,0.0,12:05:12:517,62.47218,6.2361933333333335
testnow,2,0.0,12:05:12:538,62.47218,6.2361933333333335
testnow,2,0.0,12:05:12:568,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:594,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:594,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:624,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:650,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:660,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:660,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:687,62.47218,6.2361933333333335
testnow,2,0.0,12:05:13:717,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:755,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:755,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:837,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:864,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:892,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:919,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:943,62.47218,6.2361933333333335
testnow,2,0.0,12:05:14:969,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:005,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:034,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:063,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:064,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:064,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:106,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:140,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:168,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:168,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:203,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:231,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:268,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:268,62.47218,6.2361933333333335
testnow,2,0.0,12:05:16:324,62.47218,6.2361933333333335
testnow,2,0.0,12:05:17:351,62.47218,6.2361933333333335
testnow,2,0.0,12:05:17:374,62.47218,6.2361933333333335
testnow,2,0.0,12:05:17:405,62.47218,6.2361933333333335
testnow,2,0.0,12:05:17:435,62.47218,6.2361933333333335
testnow,2,0.0,12:05:17:435,62.47218,6.2361933333333335
testnow,2,0.0,12:05:17:474,62.47218,6.2361933333333335
testnow,2,0.0,12:05:18:550,62.47218,6.2361933333333335
testnow,2,0.0,12:05:18:550,62.47218,6.2361933333333335
testnow,2,0.0,12:05:18:551,62.47218,6.2361933333333335
testnow,2,0.0,12:05:18:580,62.47218,6.2361933333333335
testnow,2,0.0,12:05:18:606,62.47218,6.2361933333333335
testnow,2,0.0,12:05:18:636,62.47218,6.2361933333333335
testnow,2,0.0,12:05:18:636,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:689,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:714,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:714,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:769,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:792,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:810,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:850,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:873,62.47218,6.2361933333333335
testnow,2,0.0,12:05:19:924,62.47218,6.2361933333333335
testnow,2,0.0,12:05:20:982,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:012,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:021,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:044,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:074,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:082,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:104,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:135,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:142,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:186,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:215,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:242,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:242,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:269,62.47218,6.2361933333333335
testnow,2,0.0,12:05:21:297,62.47218,6.2361933333333335
testnow,2,0.0,12:05:22:356,62.47218,6.2361933333333335
testnow,2,0.0,12:05:22:356,62.47218,6.2361933333333335
testnow,2,0.0,12:05:22:385,62.47218,6.2361933333333335
testnow,2,0.0,12:05:22:413,62.47218,6.2361933333333335
testnow,2,0.0,12:05:22:449,62.47218,6.2361933333333335
