238,testnow,2,12:05:22:492,2021-03-10
238,testnow,1,12:05:22:492,2021-03-10
239,testnow,2,12:05:22:559,2021-03-10
239,testnow,1,12:05:22:584,2021-03-10
240,testnow,2,12:05:22:629,2021-03-10
240,testnow,1,12:05:22:629,2021-03-10
241,testnow,2,12:05:22:694,2021-03-10
241,testnow,1,12:05:22:694,2021-03-10
242,testnow,1,12:05:22:752,2021-03-10
242,testnow,2,12:05:22:752,2021-03-10
243,testnow,2,12:05:22:822,2021-03-10
243,testnow,1,12:05:22:846,2021-03-10
244,testnow,2,12:05:22:893,2021-03-10
244,testnow,1,12:05:22:893,2021-03-10
245,testnow,1,12:05:22:962,2021-03-10
245,testnow,2,12:05:22:962,2021-03-10
246,testnow,1,12:05:23:024,2021-03-10
246,testnow,2,12:05:23:024,2021-03-10
247,testnow,1,12:05:23:090,2021-03-10
247,testnow,2,12:05:23:090,2021-03-10
248,testnow,1,12:05:23:152,2021-03-10
248,testnow,2,12:05:23:152,2021-03-10
249,testnow,1,12:05:23:353,2021-03-10
